    0.649743601847440E+03    0.760508706179263E-01    0.100000000000000E+01    0.100000000000000E+01   -0.299983296738482E+01    0.100000000000000E+01    0.191500000000000E+02   -0.241097680276571E+04
    0.651115553177893E+03    0.137239564874094E+00    0.100000000000000E+01    0.100000000000000E+01   -0.299624942219547E+01    0.100000000000000E+01    0.191500000000000E+02   -0.240884745575527E+04
    0.648738041087985E+03    0.107703775192720E+00    0.100000000000000E+01    0.100000000000000E+01   -0.299291066491217E+01    0.100000000000000E+01    0.191500000000000E+02   -0.241108276737133E+04
    0.635791175659746E+03    0.976738719403261E-01    0.100000000000000E+01    0.100000000000000E+01   -0.299700057244387E+01    0.100000000000000E+01    0.191500000000000E+02   -0.242448093046214E+04
    0.641919125493616E+03    0.105838814719734E+00    0.100000000000000E+01    0.100000000000000E+01   -0.300242471636043E+01    0.100000000000000E+01    0.191500000000000E+02   -0.241880026215950E+04
    0.644552211821079E+03    0.736137329089781E-01    0.100000000000000E+01    0.100000000000000E+01   -0.300046222287877E+01    0.100000000000000E+01    0.191500000000000E+02   -0.241625120109809E+04
    0.635963491611183E+03    0.836834534324771E-01    0.100000000000000E+01    0.100000000000000E+01   -0.300222962721685E+01    0.100000000000000E+01    0.191500000000000E+02   -0.242490835899108E+04
    0.634359023407102E+03    0.880505488269295E-01    0.100000000000000E+01    0.100000000000000E+01   -0.299776331078391E+01    0.100000000000000E+01    0.191500000000000E+02   -0.242605986240702E+04
    0.652420628320426E+03    0.105219623472522E+00    0.100000000000000E+01    0.100000000000000E+01   -0.299947794522384E+01    0.100000000000000E+01    0.191500000000000E+02   -0.240802858144959E+04
    0.648008513987064E+03    0.107914550828177E+00    0.100000000000000E+01    0.100000000000000E+01   -0.299151664753169E+01    0.100000000000000E+01    0.191500000000000E+02   -0.241168100405369E+04
    0.640367040663958E+03    0.789325893312051E-01    0.100000000000000E+01    0.100000000000000E+01   -0.299617030716929E+01    0.100000000000000E+01    0.191500000000000E+02   -0.241998493567141E+04
    0.641565760046244E+03    0.731465115702606E-01    0.100000000000000E+01    0.100000000000000E+01   -0.300011051594937E+01    0.100000000000000E+01    0.191500000000000E+02   -0.241920976999588E+04
    0.649566398516297E+03    0.741901047870865E-01    0.100000000000000E+01    0.100000000000000E+01   -0.300283316149949E+01    0.100000000000000E+01    0.191500000000000E+02   -0.241145142902341E+04
    0.653494410563260E+03    0.860198361089505E-01    0.100000000000000E+01    0.100000000000000E+01   -0.299200384566413E+01    0.100000000000000E+01    0.191500000000000E+02   -0.240640580913629E+04
    0.650432194508612E+03    0.972826524649372E-01    0.100000000000000E+01    0.100000000000000E+01   -0.300060551183355E+01    0.100000000000000E+01    0.191500000000000E+02   -0.241017836741649E+04
    0.655660909540951E+03    0.121025726133878E+00    0.100000000000000E+01    0.100000000000000E+01   -0.299697251513028E+01    0.100000000000000E+01    0.191500000000000E+02   -0.240445611080252E+04
    0.633236244075000E+03    0.852406026309866E-01    0.100000000000000E+01    0.100000000000000E+01   -0.299473469099347E+01    0.100000000000000E+01    0.191500000000000E+02   -0.242692484672376E+04
