   -0.295108622037774E+04    0.561651180219382E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164686131937169E+01    0.191500000000000E+02   -0.295108622037774E+04
   -0.295086599753222E+04    0.150021969005071E-02    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164697906292372E+01    0.191500000000000E+02   -0.295086599753222E+04
   -0.295251013930805E+04    0.890254303004756E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164708187455856E+01    0.191500000000000E+02   -0.295251013930805E+04
   -0.296901828392275E+04    0.118616120357415E-02    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164723826477156E+01    0.191500000000000E+02   -0.296901828392275E+04
   -0.295797225328411E+04    0.132460280037297E-02    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164742994712991E+01    0.191500000000000E+02   -0.295797225328411E+04
   -0.296822368034801E+04    0.262470127528855E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164761996343007E+01    0.191500000000000E+02   -0.296822368034801E+04
   -0.296877829315706E+04    0.712324649286850E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164705064624481E+01    0.191500000000000E+02   -0.296877829315706E+04
   -0.296943240032563E+04    0.783051022648405E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164714544837386E+01    0.191500000000000E+02   -0.296943240032563E+04
   -0.295288929849897E+04    0.126234510214762E-02    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164693352054009E+01    0.191500000000000E+02   -0.295288929849897E+04
   -0.296042181257362E+04    0.115404318270190E-02    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164677331098593E+01    0.191500000000000E+02   -0.296042181257362E+04
   -0.297628088865535E+04    0.281558096196130E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164696357158132E+01    0.191500000000000E+02   -0.297628088865535E+04
   -0.296826565934057E+04    0.172617356837195E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164705006387061E+01    0.191500000000000E+02   -0.296826565934057E+04
   -0.295657246766275E+04    0.618467944915634E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164749666213491E+01    0.191500000000000E+02   -0.295657246766275E+04
   -0.295021300449438E+04    0.915186133169207E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164681123610628E+01    0.191500000000000E+02   -0.295021300449438E+04
   -0.295837666575888E+04    0.734784982551626E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164718625705471E+01    0.191500000000000E+02   -0.295837666575888E+04
   -0.295493753812528E+04    0.934245714287236E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164640872481560E+01    0.191500000000000E+02   -0.295493753812528E+04
   -0.296534226588885E+04    0.695052764186726E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164703885116535E+01    0.191500000000000E+02   -0.296534226588885E+04
   -0.297758879289888E+04    0.293433995654648E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164667682729547E+01    0.191500000000000E+02   -0.297758879289888E+04
   -0.296599754429172E+04    0.670549296275375E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164705398830220E+01    0.191500000000000E+02   -0.296599754429172E+04
   -0.295902408932541E+04    0.165972042257393E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164709646547310E+01    0.191500000000000E+02   -0.295902408932541E+04
   -0.296762005834573E+04    0.140112941694865E-02    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164715781122601E+01    0.191500000000000E+02   -0.296762005834573E+04
   -0.296190060797632E+04    0.794355574071657E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164694929252035E+01    0.191500000000000E+02   -0.296190060797632E+04
   -0.297240744610677E+04    0.409287816607443E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164716580561992E+01    0.191500000000000E+02   -0.297240744610677E+04
   -0.296830807276378E+04    0.654828579908740E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164718993613693E+01    0.191500000000000E+02   -0.296830807276378E+04
   -0.295771933271754E+04    0.949796167763107E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164686902601936E+01    0.191500000000000E+02   -0.295771933271754E+04
   -0.296695509380207E+04    0.900098390906286E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164683988815648E+01    0.191500000000000E+02   -0.296695509380207E+04
   -0.297422015838556E+04    0.687509137056985E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164670133161050E+01    0.191500000000000E+02   -0.297422015838556E+04
   -0.295756391448986E+04    0.182506300541022E-02    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164678107956682E+01    0.191500000000000E+02   -0.295756391448986E+04
   -0.295004698312476E+04    0.727260040479827E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164708510560814E+01    0.191500000000000E+02   -0.295004698312476E+04
   -0.296588742705735E+04    0.613125633287814E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164720521025054E+01    0.191500000000000E+02   -0.296588742705735E+04
   -0.295282854032311E+04    0.515780098261546E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164705768086729E+01    0.191500000000000E+02   -0.295282854032311E+04
   -0.297696745808608E+04    0.111973991297061E-02    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164745433247451E+01    0.191500000000000E+02   -0.297696745808608E+04
   -0.298873455298241E+04    0.380348885684516E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164719234255036E+01    0.191500000000000E+02   -0.298873455298241E+04
   -0.297024947653456E+04    0.756195135483137E-04    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164726403544866E+01    0.191500000000000E+02   -0.297024947653456E+04
   -0.297004226570402E+04    0.323474286884934E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164687090361910E+01    0.191500000000000E+02   -0.297004226570402E+04
   -0.295116916300193E+04    0.573182628227532E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164740091016933E+01    0.191500000000000E+02   -0.295116916300193E+04
   -0.294893315287941E+04    0.584998318462119E-03    0.100000000000000E+01    0.100000000000000E+01   -0.300000000000000E+01    0.164680669351631E+01    0.191500000000000E+02   -0.294893315287941E+04
