     2    0.10741E+04    0.45372E-01    0.17530E-05    0.32321E+01
     3    0.10149E+04    0.70662E-01    0.35065E-05    0.39244E+01
     4    0.95644E+03    0.75760E-01    0.58454E-05    0.39509E+01
     5    0.91112E+03    0.63916E-01    0.87702E-05    0.36004E+01
     6    0.87857E+03    0.44854E-01    0.12282E-04    0.30879E+01
     7    0.85655E+03    0.27296E-01    0.16381E-04    0.25469E+01
     8    0.84228E+03    0.15499E-01    0.21070E-04    0.20558E+01
     9    0.83408E+03    0.95164E-02    0.26349E-04    0.16508E+01
    10    0.83054E+03    0.72634E-02    0.32219E-04    0.13486E+01
    11    0.83023E+03    0.65171E-02    0.38683E-04    0.11509E+01
    12    0.83349E+03    0.60295E-02    0.45741E-04    0.10507E+01
    13    0.83859E+03    0.52877E-02    0.53396E-04    0.10235E+01
    14    0.84460E+03    0.46529E-02    0.61649E-04    0.10416E+01
    15    0.85188E+03    0.42937E-02    0.70502E-04    0.10888E+01
    16    0.86091E+03    0.42596E-02    0.79957E-04    0.11530E+01
    17    0.87163E+03    0.45350E-02    0.90017E-04    0.12227E+01
    18    0.88307E+03    0.49137E-02    0.10068E-03    0.12896E+01
    19    0.89607E+03    0.53401E-02    0.11196E-03    0.13501E+01
    20    0.90893E+03    0.58595E-02    0.12384E-03    0.14007E+01
    21    0.92204E+03    0.65029E-02    0.13633E-03    0.14472E+01
    22    0.93567E+03    0.73675E-02    0.14944E-03    0.14949E+01
    23    0.94964E+03    0.84686E-02    0.16317E-03    0.15446E+01
    24    0.96402E+03    0.97705E-02    0.17751E-03    0.15960E+01
    25    0.97876E+03    0.11286E-01    0.19247E-03    0.16492E+01
    26    0.99366E+03    0.12996E-01    0.20805E-03    0.17054E+01
    27    0.10090E+04    0.14873E-01    0.22425E-03    0.17612E+01
    28    0.10245E+04    0.16918E-01    0.24108E-03    0.18136E+01
    29    0.10404E+04    0.19141E-01    0.25853E-03    0.18609E+01
    30    0.10565E+04    0.21559E-01    0.27661E-03    0.19007E+01
    31    0.10728E+04    0.24166E-01    0.29531E-03    0.19317E+01
    32    0.10893E+04    0.26947E-01    0.31465E-03    0.19530E+01
    33    0.11062E+04    0.29912E-01    0.33461E-03    0.19623E+01
    34    0.11234E+04    0.33093E-01    0.35520E-03    0.19588E+01
    35    0.11406E+04    0.36511E-01    0.37642E-03    0.19469E+01
    36    0.11579E+04    0.40186E-01    0.39827E-03    0.19292E+01
    37    0.11753E+04    0.44101E-01    0.42075E-03    0.19023E+01
    38    0.11931E+04    0.48246E-01    0.44386E-03    0.18641E+01
    39    0.12113E+04    0.52631E-01    0.46760E-03    0.18157E+01
    40    0.12296E+04    0.57277E-01    0.49197E-03    0.17586E+01
    41    0.12481E+04    0.62206E-01    0.51697E-03    0.16936E+01
    42    0.12666E+04    0.67420E-01    0.54260E-03    0.16192E+01
    43    0.12853E+04    0.72920E-01    0.56886E-03    0.15332E+01
    44    0.13039E+04    0.78690E-01    0.59574E-03    0.14343E+01
    45    0.13229E+04    0.84723E-01    0.62325E-03    0.13213E+01
    46    0.13421E+04    0.91020E-01    0.65139E-03    0.11916E+01
    47    0.13615E+04    0.97581E-01    0.68015E-03    0.10467E+01
    48    0.13810E+04    0.10442E+00    0.70954E-03    0.89193E+00
    49    0.14007E+04    0.11152E+00    0.73955E-03    0.73195E+00
    50    0.14207E+04    0.11886E+00    0.77018E-03    0.56464E+00
