     2    0.10433E+04    0.37578E-01    0.16989E-05    0.28691E+01
     3    0.98529E+03    0.53556E-01    0.33983E-05    0.33701E+01
     4    0.92933E+03    0.52285E-01    0.56649E-05    0.32927E+01
     5    0.88685E+03    0.39881E-01    0.84993E-05    0.29152E+01
     6    0.85709E+03    0.25295E-01    0.11903E-04    0.24332E+01
     7    0.83751E+03    0.14282E-01    0.15875E-04    0.19634E+01
     8    0.82521E+03    0.81924E-02    0.20419E-04    0.15671E+01
     9    0.81865E+03    0.56561E-02    0.25534E-04    0.12659E+01
    10    0.81638E+03    0.47472E-02    0.31223E-04    0.10636E+01
    11    0.81700E+03    0.42230E-02    0.37486E-04    0.95180E+00
    12    0.82098E+03    0.38007E-02    0.44326E-04    0.91595E+00
    13    0.82667E+03    0.32613E-02    0.51744E-04    0.93070E+00
    14    0.83315E+03    0.30264E-02    0.59741E-04    0.97011E+00
    15    0.84080E+03    0.30685E-02    0.68320E-04    0.10234E+01
    16    0.85009E+03    0.32405E-02    0.77482E-04    0.10845E+01
    17    0.86099E+03    0.35855E-02    0.87228E-04    0.11475E+01
    18    0.87260E+03    0.40096E-02    0.97562E-04    0.12089E+01
    19    0.88574E+03    0.45277E-02    0.10848E-03    0.12681E+01
    20    0.89872E+03    0.52227E-02    0.12000E-03    0.13233E+01
    21    0.91192E+03    0.60739E-02    0.13210E-03    0.13793E+01
    22    0.92565E+03    0.71142E-02    0.14480E-03    0.14402E+01
    23    0.93970E+03    0.83358E-02    0.15810E-03    0.15044E+01
    24    0.95416E+03    0.96961E-02    0.17199E-03    0.15691E+01
    25    0.96898E+03    0.11225E-01    0.18649E-03    0.16324E+01
    26    0.98397E+03    0.12924E-01    0.20158E-03    0.16937E+01
    27    0.99939E+03    0.14773E-01    0.21728E-03    0.17500E+01
    28    0.10151E+04    0.16780E-01    0.23358E-03    0.17994E+01
    29    0.10311E+04    0.18958E-01    0.25048E-03    0.18410E+01
    30    0.10473E+04    0.21329E-01    0.26799E-03    0.18734E+01
    31    0.10636E+04    0.23901E-01    0.28611E-03    0.18977E+01
    32    0.10803E+04    0.26669E-01    0.30484E-03    0.19146E+01
    33    0.10973E+04    0.29637E-01    0.32417E-03    0.19221E+01
    34    0.11146E+04    0.32819E-01    0.34411E-03    0.19192E+01
    35    0.11319E+04    0.36235E-01    0.36466E-03    0.19088E+01
    36    0.11493E+04    0.39906E-01    0.38582E-03    0.18928E+01
    37    0.11668E+04    0.43817E-01    0.40760E-03    0.18682E+01
    38    0.11847E+04    0.47959E-01    0.42998E-03    0.18337E+01
    39    0.12030E+04    0.52335E-01    0.45297E-03    0.17889E+01
    40    0.12214E+04    0.56961E-01    0.47657E-03    0.17336E+01
    41    0.12401E+04    0.61851E-01    0.50078E-03    0.16675E+01
    42    0.12587E+04    0.67016E-01    0.52560E-03    0.15896E+01
    43    0.12775E+04    0.72462E-01    0.55102E-03    0.14992E+01
    44    0.12962E+04    0.78181E-01    0.57705E-03    0.13961E+01
    45    0.13154E+04    0.84175E-01    0.60369E-03    0.12806E+01
    46    0.13348E+04    0.90447E-01    0.63094E-03    0.11508E+01
    47    0.13543E+04    0.96995E-01    0.65879E-03    0.10077E+01
    48    0.13739E+04    0.10382E+00    0.68724E-03    0.85574E+00
    49    0.13937E+04    0.11091E+00    0.71630E-03    0.69858E+00
    50    0.14139E+04    0.11823E+00    0.74596E-03    0.53319E+00
    51    0.14342E+04    0.12576E+00    0.77622E-03    0.35502E+00
