     2    0.50155E+03    0.71645E-02    0.13530E-01    0.67891E+00
     3    0.40469E+03    0.67799E-02    0.12845E-01    0.13140E+00
     4    0.38276E+03    0.56371E-02    0.10481E-01   -0.32871E-01
     5    0.37612E+03    0.41896E-02    0.77534E-02   -0.87000E-01
     6    0.37492E+03    0.30209E-02    0.54599E-02   -0.10227E+00
     7    0.37620E+03    0.23760E-02    0.39135E-02   -0.10669E+00
     8    0.37842E+03    0.22299E-02    0.31037E-02   -0.11271E+00
     9    0.38106E+03    0.24494E-02    0.28772E-02   -0.12300E+00
    10    0.38379E+03    0.28874E-02    0.30546E-02   -0.13688E+00
    11    0.38616E+03    0.34473E-02    0.34806E-02   -0.15565E+00
    12    0.38768E+03    0.40807E-02    0.40524E-02   -0.17699E+00
    13    0.38871E+03    0.47711E-02    0.47162E-02   -0.20068E+00
    14    0.38975E+03    0.55093E-02    0.54343E-02   -0.22734E+00
    15    0.39099E+03    0.62904E-02    0.61945E-02   -0.25732E+00
    16    0.39246E+03    0.71110E-02    0.69917E-02   -0.29080E+00
    17    0.39382E+03    0.79686E-02    0.78227E-02   -0.32762E+00
    18    0.39468E+03    0.88613E-02    0.86853E-02   -0.36742E+00
    19    0.39506E+03    0.97897E-02    0.95781E-02   -0.40933E+00
    20    0.39504E+03    0.10755E-01    0.10500E-01   -0.45265E+00
    21    0.39472E+03    0.11757E-01    0.11451E-01   -0.49797E+00
    22    0.39417E+03    0.12796E-01    0.12430E-01   -0.54597E+00
    23    0.39340E+03    0.13872E-01    0.13434E-01   -0.59633E+00
    24    0.39241E+03    0.14981E-01    0.14463E-01   -0.64861E+00
    25    0.39122E+03    0.16119E-01    0.15513E-01   -0.70256E+00
    26    0.38986E+03    0.17283E-01    0.16583E-01   -0.75798E+00
    27    0.38833E+03    0.18467E-01    0.17673E-01   -0.81440E+00
    28    0.38663E+03    0.19669E-01    0.18782E-01   -0.87151E+00
    29    0.38476E+03    0.20900E-01    0.19909E-01   -0.92988E+00
    30    0.38272E+03    0.22173E-01    0.21053E-01   -0.99007E+00
    31    0.38053E+03    0.23483E-01    0.22212E-01   -0.10516E+01
    32    0.37821E+03    0.24824E-01    0.23384E-01   -0.11140E+01
    33    0.37575E+03    0.26181E-01    0.24568E-01   -0.11769E+01
    34    0.37314E+03    0.27547E-01    0.25760E-01   -0.12403E+01
    35    0.37040E+03    0.28926E-01    0.26957E-01   -0.13041E+01
    36    0.36754E+03    0.30324E-01    0.28156E-01   -0.13682E+01
    37    0.36456E+03    0.31743E-01    0.29358E-01   -0.14322E+01
    38    0.36147E+03    0.33181E-01    0.30567E-01   -0.14960E+01
    39    0.35827E+03    0.34635E-01    0.31779E-01   -0.15595E+01
    40    0.35497E+03    0.36100E-01    0.32989E-01   -0.16226E+01
    41    0.35155E+03    0.37572E-01    0.34196E-01   -0.16854E+01
    42    0.34804E+03    0.39050E-01    0.35396E-01   -0.17478E+01
    43    0.34443E+03    0.40534E-01    0.36590E-01   -0.18096E+01
    44    0.34073E+03    0.42025E-01    0.37776E-01   -0.18707E+01
