     2    0.10354E+04    0.48897E-01    0.17019E-05    0.29740E+01
     3    0.97002E+03    0.79582E-01    0.33973E-05    0.37718E+01
     4    0.90888E+03    0.88735E-01    0.56528E-05    0.39051E+01
     5    0.86191E+03    0.77850E-01    0.84706E-05    0.36351E+01
     6    0.82826E+03    0.56785E-01    0.11852E-04    0.31713E+01
     7    0.80534E+03    0.35692E-01    0.15801E-04    0.26492E+01
     8    0.79025E+03    0.20469E-01    0.20315E-04    0.21504E+01
     9    0.78231E+03    0.12172E-01    0.25400E-04    0.17248E+01
    10    0.77875E+03    0.88621E-02    0.31051E-04    0.13923E+01
    11    0.77866E+03    0.78761E-02    0.37275E-04    0.11621E+01
    12    0.78192E+03    0.72813E-02    0.44068E-04    0.10295E+01
    13    0.78767E+03    0.66020E-02    0.51438E-04    0.97656E+00
    14    0.79490E+03    0.57844E-02    0.59379E-04    0.98235E+00
    15    0.80305E+03    0.51248E-02    0.67901E-04    0.10252E+01
    16    0.81189E+03    0.49107E-02    0.76995E-04    0.10856E+01
    17    0.82229E+03    0.50450E-02    0.86676E-04    0.11522E+01
    18    0.83491E+03    0.53511E-02    0.96931E-04    0.12169E+01
    19    0.84857E+03    0.57180E-02    0.10778E-03    0.12747E+01
    20    0.86199E+03    0.60851E-02    0.11920E-03    0.13223E+01
    21    0.87554E+03    0.65273E-02    0.13122E-03    0.13615E+01
    22    0.88977E+03    0.71440E-02    0.14381E-03    0.13954E+01
    23    0.90452E+03    0.79952E-02    0.15701E-03    0.14285E+01
    24    0.91951E+03    0.91155E-02    0.17079E-03    0.14649E+01
    25    0.93474E+03    0.10476E-01    0.18517E-03    0.15061E+01
    26    0.95032E+03    0.12036E-01    0.20013E-03    0.15520E+01
    27    0.96629E+03    0.13780E-01    0.21570E-03    0.16001E+01
    28    0.98264E+03    0.15700E-01    0.23185E-03    0.16473E+01
    29    0.99922E+03    0.17798E-01    0.24862E-03    0.16916E+01
